S. No.,Date,Region,Confirmed_Cases,Active_Cases,Cured/Discharged,Death
509,01/06/2020,Andhra Pradesh,3679,1268,2349,62
510,02/06/2020,Andhra Pradesh,3783,1341,2378,64
511,03/06/2020,Andhra Pradesh,3898,1413,2421,64
512,04/06/2020,Andhra Pradesh,4080,1546,2466,68
513,05/06/2020,Andhra Pradesh,4223,1613,2539,71
514,06/06/2020,Andhra Pradesh,4303,1654,2576,73
515,07/06/2020,Andhra Pradesh,4510,1817,2620,73
516,08/06/2020,Andhra Pradesh,4708,1951,2682,75
517,09/06/2020,Andhra Pradesh,4851,2031,2745,75
518,10/06/2020,Andhra Pradesh,5070,2191,2802,77
519,11/06/2020,Andhra Pradesh,5269,2292,2899,78
520,12/06/2020,Andhra Pradesh,5429,2301,3048,80
521,13/06/2020,Andhra Pradesh,5680,2495,3105,80
522,14/06/2020,Andhra Pradesh,5965,2688,3195,82
523,15/06/2020,Andhra Pradesh,6163,2765,3314,84
524,16/06/2020,Andhra Pradesh,6456,3052,3316,88
525,17/06/2020,Andhra Pradesh,6841,3244,3509,88
526,18/06/2020,Andhra Pradesh,7071,3340,3641,90
527,19/06/2020,Andhra Pradesh,7518,3637,3789,92
528,20/06/2020,Andhra Pradesh,7961,3948,3917,96
529,21/06/2020,Andhra Pradesh,8452,4240,4111,101
530,22/06/2020,Andhra Pradesh,8999,4562,4331,106
531,23/06/2020,Andhra Pradesh,9372,4766,4495,111
532,24/06/2020,Andhra Pradesh,10002,5284,4599,119
533,25/06/2020,Andhra Pradesh,10331,5428,4779,124
534,26/06/2020,Andhra Pradesh,10884,5760,4988,136
535,27/06/2020,Andhra Pradesh,11489,6145,5196,148
536,28/06/2020,Andhra Pradesh,12285,6648,5480,157
537,29/06/2020,Andhra Pradesh,13241,7164,5908,169
538,30/06/2020,Andhra Pradesh,13891,7479,6232,180
539,01/07/2020,Andhra Pradesh,14595,7897,6511,187
540,02/07/2020,Andhra Pradesh,15252,8071,6988,193
541,03/07/2020,Andhra Pradesh,16097,8586,7313,198
542,04/07/2020,Andhra Pradesh,16934,9096,7632,206
543,05/07/2020,Andhra Pradesh,17699,9473,8008,218
544,06/07/2020,Andhra Pradesh,18697,10043,8422,232
545,07/07/2020,Andhra Pradesh,20019,10860,8920,239
546,08/07/2020,Andhra Pradesh,21197,11200,9745,252
547,09/07/2020,Andhra Pradesh,22259,10894,11101,264
548,10/07/2020,Andhra Pradesh,23814,11383,12154,277
549,11/07/2020,Andhra Pradesh,25422,11936,13194,292
550,12/07/2020,Andhra Pradesh,27235,12533,14393,309
551,13/07/2020,Andhra Pradesh,29168,13428,15412,328
552,14/07/2020,Andhra Pradesh,31103,14274,16464,365
553,15/07/2020,Andhra Pradesh,33019,15144,17467,408
554,16/07/2020,Andhra Pradesh,35451,16621,18378,452
555,17/07/2020,Andhra Pradesh,38044,18159,19393,492
556,18/07/2020,Andhra Pradesh,40646,19814,20298,534
557,19/07/2020,Andhra Pradesh,44609,22260,21763,586
558,20/07/2020,Andhra Pradesh,49650,26118,22890,642
559,21/07/2020,Andhra Pradesh,53724,28800,24228,696
560,22/07/2020,Andhra Pradesh,58668,32336,25574,758
561,23/07/2020,Andhra Pradesh,64713,31763,32127,823
562,24/07/2020,Andhra Pradesh,72711,34272,37555,884
563,25/07/2020,Andhra Pradesh,80858,39990,39935,933
564,26/07/2020,Andhra Pradesh,88671,44431,43255,985
565,27/07/2020,Andhra Pradesh,96298,48956,46301,1041
566,28/07/2020,Andhra Pradesh,102349,51701,49558,1090
567,29/07/2020,Andhra Pradesh,110297,56527,52622,1148
568,30/07/2020,Andhra Pradesh,120390,63771,55406,1213
569,31/07/2020,Andhra Pradesh,130557,69252,60024,1281
570,01/08/2020,Andhra Pradesh,140933,75720,63864,1349
571,02/08/2020,Andhra Pradesh,150209,72188,76614,1407
572,03/08/2020,Andhra Pradesh,158764,74404,82886,1474
573,04/08/2020,Andhra Pradesh,166586,76377,88672,1537
574,05/08/2020,Andhra Pradesh,176333,79104,95625,1604
575,06/08/2020,Andhra Pradesh,186461,80426,104354,1681
576,07/08/2020,Andhra Pradesh,196789,82166,112870,1753
577,08/08/2020,Andhra Pradesh,206960,84654,120464,1842
578,09/08/2020,Andhra Pradesh,217040,85486,129615,1939
579,10/08/2020,Andhra Pradesh,227860,87112,138712,2036
580,11/08/2020,Andhra Pradesh,235525,87773,145636,2116
581,12/08/2020,Andhra Pradesh,244549,87597,154749,2203
582,13/08/2020,Andhra Pradesh,254146,90425,161425,2296
583,14/08/2020,Andhra Pradesh,264142,90780,170984,2378
584,15/08/2020,Andhra Pradesh,273085,89907,180703,2475
585,16/08/2020,Andhra Pradesh,281817,88138,191117,2562
586,17/08/2020,Andhra Pradesh,289829,85945,201234,2650
587,18/08/2020,Andhra Pradesh,296609,84777,209100,2732
588,19/08/2020,Andhra Pradesh,306261,85130,218311,2820
589,20/08/2020,Andhra Pradesh,316003,86725,226372,2906
590,21/08/2020,Andhra Pradesh,325396,87177,235218,3001
591,22/08/2020,Andhra Pradesh,334940,87803,244045,3092
592,23/08/2020,Andhra Pradesh,345216,89389,252638,3189
593,24/08/2020,Andhra Pradesh,353111,89742,260087,3282
594,25/08/2020,Andhra Pradesh,361712,89516,268828,3368
595,26/08/2020,Andhra Pradesh,371639,89932,278247,3460
596,27/08/2020,Andhra Pradesh,382469,92208,286720,3541
597,28/08/2020,Andhra Pradesh,393090,94209,295248,3633
598,29/08/2020,Andhra Pradesh,403616,96191,303711,3714
599,30/08/2020,Andhra Pradesh,414164,97681,312687,3796
600,31/08/2020,Andhra Pradesh,424767,99129,321754,3884
601,01/09/2020,Andhra Pradesh,434771,100276,330526,3969
602,02/09/2020,Andhra Pradesh,445139,101210,339876,4053
603,03/09/2020,Andhra Pradesh,455531,103076,348330,4125
604,04/09/2020,Andhra Pradesh,465730,103521,358009,4200
605,05/09/2020,Andhra Pradesh,476506,102067,370163,4276
606,06/09/2020,Andhra Pradesh,487331,100880,382104,4347
607,07/09/2020,Andhra Pradesh,498125,99689,394019,4417
608,08/09/2020,Andhra Pradesh,506493,97932,404074,4487
609,09/09/2020,Andhra Pradesh,517094,96769,415765,4560
610,10/09/2020,Andhra Pradesh,527512,97271,425607,4634
611,11/09/2020,Andhra Pradesh,537687,97338,435647,4702
612,12/09/2020,Andhra Pradesh,547686,96191,446716,4779
613,13/09/2020,Andhra Pradesh,557587,95733,457008,4846
614,14/09/2020,Andhra Pradesh,567123,95072,467139,4912
615,15/09/2020,Andhra Pradesh,575079,93204,476903,4972
616,16/09/2020,Andhra Pradesh,583925,92353,486531,5041
617,17/09/2020,Andhra Pradesh,592760,90279,497376,5105
618,18/09/2020,Andhra Pradesh,601462,88197,508088,5177
619,19/09/2020,Andhra Pradesh,609558,84423,519891,5244
620,20/09/2020,Andhra Pradesh,617776,81763,530711,5302
621,21/09/2020,Andhra Pradesh,625514,78836,541319,5359
622,22/09/2020,Andhra Pradesh,631749,74518,551821,5410
623,23/09/2020,Andhra Pradesh,639302,71465,562376,5461
624,24/09/2020,Andhra Pradesh,646530,70357,570667,5506
625,25/09/2020,Andhra Pradesh,654385,69353,579474,5558
626,26/09/2020,Andhra Pradesh,661458,67683,588169,5606
627,27/09/2020,Andhra Pradesh,668751,65794,597294,5663
628,28/09/2020,Andhra Pradesh,675674,64876,605090,5708
629,29/09/2020,Andhra Pradesh,681161,63116,612300,5745
630,30/09/2020,Andhra Pradesh,687351,59435,622136,5780
631,01/10/2020,Andhra Pradesh,693484,58445,629211,5828
632,02/10/2020,Andhra Pradesh,700235,57858,636508,5869
633,03/10/2020,Andhra Pradesh,706790,56897,643993,5900
634,04/10/2020,Andhra Pradesh,713014,55282,651791,5941
635,05/10/2020,Andhra Pradesh,719256,54400,658875,5981
636,06/10/2020,Andhra Pradesh,723512,51060,666433,6019
637,07/10/2020,Andhra Pradesh,729307,50776,672479,6052
638,08/10/2020,Andhra Pradesh,734427,49513,678828,6086
639,09/10/2020,Andhra Pradesh,739719,48661,684930,6128
640,10/10/2020,Andhra Pradesh,744864,47665,691040,6159
641,11/10/2020,Andhra Pradesh,750517,46624,697699,6194
642,12/10/2020,Andhra Pradesh,755727,46295,703208,6224
643,13/10/2020,Andhra Pradesh,758951,43983,708712,6256
644,14/10/2020,Andhra Pradesh,763573,42855,714427,6291
645,15/10/2020,Andhra Pradesh,767465,41669,719477,6319
646,16/10/2020,Andhra Pradesh,771503,40047,725099,6357
647,17/10/2020,Andhra Pradesh,775470,38979,730109,6382
648,18/10/2020,Andhra Pradesh,779146,37102,735638,6406
649,03/04/2020,Arunachal Pradesh,1,1,0,0
650,04/04/2020,Arunachal Pradesh,1,1,0,0
651,05/04/2020,Arunachal Pradesh,1,1,0,0
652,06/04/2020,Arunachal Pradesh,1,1,0,0
653,07/04/2020,Arunachal Pradesh,1,1,0,0
654,08/04/2020,Arunachal Pradesh,1,1,0,0
655,09/04/2020,Arunachal Pradesh,1,1,0,0
656,10/04/2020,Arunachal Pradesh,1,1,0,0
657,11/04/2020,Arunachal Pradesh,1,1,0,0
658,12/04/2020,Arunachal Pradesh,1,1,0,0
659,13/04/2020,Arunachal Pradesh,1,1,0,0
660,14/04/2020,Arunachal Pradesh,1,1,0,0
661,15/04/2020,Arunachal Pradesh,1,1,0,0
662,16/04/2020,Arunachal Pradesh,1,1,0,0
663,17/04/2020,Arunachal Pradesh,1,1,0,0
664,18/04/2020,Arunachal Pradesh,1,1,0,0
665,19/04/2020,Arunachal Pradesh,1,1,0,0
666,20/04/2020,Arunachal Pradesh,1,1,0,0
667,21/04/2020,Arunachal Pradesh,1,1,0,0
668,22/04/2020,Arunachal Pradesh,1,0,1,0
669,23/04/2020,Arunachal Pradesh,1,0,1,0
670,24/04/2020,Arunachal Pradesh,1,0,1,0
671,25/04/2020,Arunachal Pradesh,1,0,1,0
672,26/04/2020,Arunachal Pradesh,1,0,1,0
673,27/04/2020,Arunachal Pradesh,1,0,1,0
674,28/04/2020,Arunachal Pradesh,1,0,1,0
675,29/04/2020,Arunachal Pradesh,1,0,1,0
676,30/04/2020,Arunachal Pradesh,1,0,1,0
677,01/05/2020,Arunachal Pradesh,1,0,1,0
678,02/05/2020,Arunachal Pradesh,1,0,1,0
679,03/05/2020,Arunachal Pradesh,1,0,1,0
680,04/05/2020,Arunachal Pradesh,1,0,1,0
681,05/05/2020,Arunachal Pradesh,1,0,1,0
682,06/05/2020,Arunachal Pradesh,1,0,1,0
683,07/05/2020,Arunachal Pradesh,1,0,1,0
684,08/05/2020,Arunachal Pradesh,1,0,1,0
685,09/05/2020,Arunachal Pradesh,1,0,1,0
686,10/05/2020,Arunachal Pradesh,1,0,1,0
687,11/05/2020,Arunachal Pradesh,1,0,1,0
688,12/05/2020,Arunachal Pradesh,1,0,1,0
689,13/05/2020,Arunachal Pradesh,1,0,1,0
690,14/05/2020,Arunachal Pradesh,1,0,1,0
691,15/05/2020,Arunachal Pradesh,1,0,1,0
692,16/05/2020,Arunachal Pradesh,1,0,1,0
693,17/05/2020,Arunachal Pradesh,1,0,1,0
694,18/05/2020,Arunachal Pradesh,1,0,1,0
695,19/05/2020,Arunachal Pradesh,1,0,1,0
696,20/05/2020,Arunachal Pradesh,1,0,1,0
697,21/05/2020,Arunachal Pradesh,1,0,1,0
698,22/05/2020,Arunachal Pradesh,1,0,1,0
699,23/05/2020,Arunachal Pradesh,1,0,1,0
700,24/05/2020,Arunachal Pradesh,1,0,1,0
701,25/05/2020,Arunachal Pradesh,1,0,1,0
702,26/05/2020,Arunachal Pradesh,2,1,1,0
703,27/05/2020,Arunachal Pradesh,2,1,1,0
704,28/05/2020,Arunachal Pradesh,2,1,1,0
705,29/05/2020,Arunachal Pradesh,3,2,1,0
706,30/05/2020,Arunachal Pradesh,3,2,1,0
707,31/05/2020,Arunachal Pradesh,4,3,1,0
708,01/06/2020,Arunachal Pradesh,4,3,1,0
709,02/06/2020,Arunachal Pradesh,22,21,1,0
710,03/06/2020,Arunachal Pradesh,22,21,1,0
711,04/06/2020,Arunachal Pradesh,38,37,1,0
712,05/06/2020,Arunachal Pradesh,42,41,1,0
713,06/06/2020,Arunachal Pradesh,45,44,1,0
714,07/06/2020,Arunachal Pradesh,47,46,1,0
715,08/06/2020,Arunachal Pradesh,51,50,1,0
716,09/06/2020,Arunachal Pradesh,51,50,1,0
717,10/06/2020,Arunachal Pradesh,57,56,1,0
718,11/06/2020,Arunachal Pradesh,57,55,2,0
719,12/06/2020,Arunachal Pradesh,61,57,4,0
720,13/06/2020,Arunachal Pradesh,67,63,4,0
721,14/06/2020,Arunachal Pradesh,87,83,4,0
722,15/06/2020,Arunachal Pradesh,91,84,7,0
723,16/06/2020,Arunachal Pradesh,91,84,7,0
724,17/06/2020,Arunachal Pradesh,95,88,7,0
725,18/06/2020,Arunachal Pradesh,99,92,7,0
726,19/06/2020,Arunachal Pradesh,103,93,10,0
727,20/06/2020,Arunachal Pradesh,103,92,11,0
728,21/06/2020,Arunachal Pradesh,135,121,14,0
729,22/06/2020,Arunachal Pradesh,135,120,15,0
730,23/06/2020,Arunachal Pradesh,139,118,21,0
731,24/06/2020,Arunachal Pradesh,148,126,22,0
732,25/06/2020,Arunachal Pradesh,158,120,38,0
733,26/06/2020,Arunachal Pradesh,160,121,38,1
734,27/06/2020,Arunachal Pradesh,172,129,42,1
735,28/06/2020,Arunachal Pradesh,177,122,54,1
736,29/06/2020,Arunachal Pradesh,182,121,60,1
737,30/06/2020,Arunachal Pradesh,187,125,61,1
738,01/07/2020,Arunachal Pradesh,191,128,62,1
739,02/07/2020,Arunachal Pradesh,195,128,66,1
740,03/07/2020,Arunachal Pradesh,195,128,66,1
741,04/07/2020,Arunachal Pradesh,252,176,75,1
742,05/07/2020,Arunachal Pradesh,259,182,76,1
743,06/07/2020,Arunachal Pradesh,269,190,78,1
744,07/07/2020,Arunachal Pradesh,270,176,92,2
745,08/07/2020,Arunachal Pradesh,276,169,105,2
746,09/07/2020,Arunachal Pradesh,287,176,109,2
747,10/07/2020,Arunachal Pradesh,302,180,120,2
748,11/07/2020,Arunachal Pradesh,335,213,120,2
749,12/07/2020,Arunachal Pradesh,341,214,125,2
750,13/07/2020,Arunachal Pradesh,359,219,138,2
751,14/07/2020,Arunachal Pradesh,387,240,145,2
752,15/07/2020,Arunachal Pradesh,462,306,153,3
753,16/07/2020,Arunachal Pradesh,462,306,153,3
754,17/07/2020,Arunachal Pradesh,543,387,153,3
755,18/07/2020,Arunachal Pradesh,609,431,175,3
756,19/07/2020,Arunachal Pradesh,650,373,274,3
757,20/07/2020,Arunachal Pradesh,740,455,282,3
758,21/07/2020,Arunachal Pradesh,790,502,285,3
759,22/07/2020,Arunachal Pradesh,858,552,303,3
760,23/07/2020,Arunachal Pradesh,949,632,314,3
761,24/07/2020,Arunachal Pradesh,991,654,334,3
762,25/07/2020,Arunachal Pradesh,1056,661,392,3
763,26/07/2020,Arunachal Pradesh,1126,695,428,3
764,27/07/2020,Arunachal Pradesh,1158,650,505,3
765,28/07/2020,Arunachal Pradesh,1239,662,574,3
766,29/07/2020,Arunachal Pradesh,1330,710,617,3
767,30/07/2020,Arunachal Pradesh,1410,730,677,3
768,31/07/2020,Arunachal Pradesh,1484,654,827,3
769,01/08/2020,Arunachal Pradesh,1591,670,918,3
770,02/08/2020,Arunachal Pradesh,1673,701,969,3
771,03/08/2020,Arunachal Pradesh,1698,699,996,3
772,04/08/2020,Arunachal Pradesh,1758,692,1063,3
773,05/08/2020,Arunachal Pradesh,1790,682,1105,3
774,06/08/2020,Arunachal Pradesh,1855,642,1210,3
775,07/08/2020,Arunachal Pradesh,1948,700,1245,3
776,08/08/2020,Arunachal Pradesh,2049,720,1326,3
777,09/08/2020,Arunachal Pradesh,2117,684,1430,3
778,10/08/2020,Arunachal Pradesh,2155,670,1482,3
779,11/08/2020,Arunachal Pradesh,2231,636,1592,3
780,12/08/2020,Arunachal Pradesh,2327,690,1634,3
781,13/08/2020,Arunachal Pradesh,2430,768,1659,3
782,14/08/2020,Arunachal Pradesh,2512,790,1718,4
783,15/08/2020,Arunachal Pradesh,2607,852,1750,5
784,16/08/2020,Arunachal Pradesh,2658,882,1771,5
785,17/08/2020,Arunachal Pradesh,2701,888,1808,5
786,18/08/2020,Arunachal Pradesh,2741,843,1893,5
787,19/08/2020,Arunachal Pradesh,2875,921,1949,5
788,20/08/2020,Arunachal Pradesh,2950,923,2022,5
789,21/08/2020,Arunachal Pradesh,3066,968,2093,5
790,22/08/2020,Arunachal Pradesh,3126,996,2125,5
791,23/08/2020,Arunachal Pradesh,3223,990,2228,5
792,24/08/2020,Arunachal Pradesh,3263,961,2297,5
793,25/08/2020,Arunachal Pradesh,3312,880,2427,5
794,26/08/2020,Arunachal Pradesh,3412,899,2508,5
795,27/08/2020,Arunachal Pradesh,3555,987,2563,5
796,28/08/2020,Arunachal Pradesh,3633,1007,2621,5
797,29/08/2020,Arunachal Pradesh,3745,1031,2709,5
798,30/08/2020,Arunachal Pradesh,3877,1118,2754,5
799,31/08/2020,Arunachal Pradesh,4034,1205,2822,7
800,01/09/2020,Arunachal Pradesh,4112,1220,2885,7
801,02/09/2020,Arunachal Pradesh,4212,1226,2979,7
802,03/09/2020,Arunachal Pradesh,4360,1278,3075,7
803,04/09/2020,Arunachal Pradesh,4574,1400,3167,7
804,05/09/2020,Arunachal Pradesh,4775,1488,3280,7
805,06/09/2020,Arunachal Pradesh,4914,1525,3381,8
806,07/09/2020,Arunachal Pradesh,5000,1520,3472,8
807,08/09/2020,Arunachal Pradesh,5180,1576,3596,8
808,09/09/2020,Arunachal Pradesh,5402,1670,3723,9
809,10/09/2020,Arunachal Pradesh,5545,1630,3906,9
810,11/09/2020,Arunachal Pradesh,5672,1658,4005,9
811,12/09/2020,Arunachal Pradesh,5825,1689,4126,10
812,13/09/2020,Arunachal Pradesh,5975,1712,4253,10
813,14/09/2020,Arunachal Pradesh,6121,1732,4379,10
814,15/09/2020,Arunachal Pradesh,6298,1756,4531,11
815,16/09/2020,Arunachal Pradesh,6466,1795,4658,13
816,17/09/2020,Arunachal Pradesh,6692,1892,4787,13
817,18/09/2020,Arunachal Pradesh,6851,1871,4967,13
818,19/09/2020,Arunachal Pradesh,7005,1886,5106,13
819,20/09/2020,Arunachal Pradesh,7250,1957,5280,13
820,21/09/2020,Arunachal Pradesh,7385,1964,5408,13
821,22/09/2020,Arunachal Pradesh,7595,1939,5643,13
822,23/09/2020,Arunachal Pradesh,7844,2052,5778,14
823,24/09/2020,Arunachal Pradesh,8133,2216,5903,14
824,25/09/2020,Arunachal Pradesh,8416,2331,6071,14
825,26/09/2020,Arunachal Pradesh,8671,2427,6230,14
826,27/09/2020,Arunachal Pradesh,8869,2458,6397,14
827,28/09/2020,Arunachal Pradesh,9004,2495,6495,14
828,29/09/2020,Arunachal Pradesh,9332,2725,6592,15
829,30/09/2020,Arunachal Pradesh,9553,2794,6743,16
830,01/10/2020,Arunachal Pradesh,9796,2890,6890,16
831,02/10/2020,Arunachal Pradesh,10020,2955,7049,16
832,03/10/2020,Arunachal Pradesh,10220,3019,7183,18
833,04/10/2020,Arunachal Pradesh,10421,3015,7388,18
834,05/10/2020,Arunachal Pradesh,10548,2953,7577,18
835,06/10/2020,Arunachal Pradesh,10783,2989,7775,19
836,07/10/2020,Arunachal Pradesh,11007,3022,7965,20
837,08/10/2020,Arunachal Pradesh,11267,2850,8396,21
838,09/10/2020,Arunachal Pradesh,11479,2778,8679,22
839,10/10/2020,Arunachal Pradesh,11760,2860,8877,23
840,11/10/2020,Arunachal Pradesh,11998,2940,9035,23
841,12/10/2020,Arunachal Pradesh,12147,2891,9232,24
842,13/10/2020,Arunachal Pradesh,12367,2940,9403,24
843,14/10/2020,Arunachal Pradesh,12561,2960,9573,28
844,15/10/2020,Arunachal Pradesh,12768,3045,9694,29
845,16/10/2020,Arunachal Pradesh,12971,3052,9889,30
846,17/10/2020,Arunachal Pradesh,13169,3068,10071,30
847,18/10/2020,Arunachal Pradesh,13348,3003,10315,30
848,02/04/2020,Assam,1,1,0,0
849,03/04/2020,Assam,16,16,0,0
850,04/04/2020,Assam,24,24,0,0
851,05/04/2020,Assam,24,24,0,0
852,06/04/2020,Assam,26,26,0,0
853,07/04/2020,Assam,26,26,0,0
854,08/04/2020,Assam,27,27,0,0
855,09/04/2020,Assam,28,28,0,0
856,10/04/2020,Assam,29,29,0,0
857,11/04/2020,Assam,29,28,0,1
858,12/04/2020,Assam,29,28,0,1
859,13/04/2020,Assam,29,28,0,1
860,14/04/2020,Assam,31,30,0,1
861,15/04/2020,Assam,32,31,0,1
862,16/04/2020,Assam,33,32,0,1
863,17/04/2020,Assam,35,29,5,1
864,18/04/2020,Assam,35,29,5,1
865,19/04/2020,Assam,35,22,12,1
866,20/04/2020,Assam,35,17,17,1
867,21/04/2020,Assam,35,15,19,1
868,22/04/2020,Assam,35,15,19,1
869,23/04/2020,Assam,35,15,19,1
870,24/04/2020,Assam,36,16,19,1
871,25/04/2020,Assam,36,16,19,1
872,26/04/2020,Assam,36,16,19,1
873,27/04/2020,Assam,36,8,27,1
874,28/04/2020,Assam,36,8,27,1
875,29/04/2020,Assam,38,10,27,1
876,30/04/2020,Assam,38,8,29,1
877,01/05/2020,Assam,42,12,29,1
878,02/05/2020,Assam,43,10,32,1
879,03/05/2020,Assam,43,10,32,1
880,04/05/2020,Assam,43,10,32,1
881,05/05/2020,Assam,43,10,32,1
882,06/05/2020,Assam,43,10,32,1
883,07/05/2020,Assam,45,12,32,1
884,08/05/2020,Assam,54,19,34,1
885,09/05/2020,Assam,59,24,34,1
886,10/05/2020,Assam,63,27,34,2
887,11/05/2020,Assam,63,27,34,2
888,12/05/2020,Assam,65,29,34,2
889,13/05/2020,Assam,65,24,39,2
890,14/05/2020,Assam,80,39,39,2
891,15/05/2020,Assam,87,46,39,2
892,16/05/2020,Assam,90,47,41,2
893,17/05/2020,Assam,92,49,41,2
894,18/05/2020,Assam,101,58,41,2
895,19/05/2020,Assam,107,64,41,2
896,20/05/2020,Assam,142,97,41,4
897,21/05/2020,Assam,170,118,48,4
898,22/05/2020,Assam,203,145,54,4
899,23/05/2020,Assam,259,201,54,4
900,24/05/2020,Assam,329,270,55,4
901,25/05/2020,Assam,378,319,55,4
902,26/05/2020,Assam,526,460,62,4
903,27/05/2020,Assam,616,550,62,4
904,28/05/2020,Assam,781,690,87,4
905,29/05/2020,Assam,856,748,104,4
906,30/05/2020,Assam,1024,895,125,4
907,31/05/2020,Assam,1185,1018,163,4
908,01/06/2020,Assam,1272,1083,185,4
909,02/06/2020,Assam,1390,1109,277,4
910,03/06/2020,Assam,1513,1185,324,4
911,04/06/2020,Assam,1672,1255,413,4
912,05/06/2020,Assam,1988,1542,442,4
913,06/06/2020,Assam,2153,1651,498,4
914,07/06/2020,Assam,2397,1846,547,4
915,08/06/2020,Assam,2565,1946,615,4
916,09/06/2020,Assam,2776,2107,665,4
917,10/06/2020,Assam,2937,1848,1085,4
